-1.000000 -17843.844957
-0.990000 31623.146591
-0.980000 79654.828660
-0.970000 126271.057105
-0.960000 171491.524884
-0.950000 215335.763728
-0.940000 257823.145799
-0.930000 298972.885353
-0.920000 338804.040401
-0.910000 377335.514374
-0.900000 414586.057783
-0.890000 450574.269880
-0.880000 485318.600325
-0.870000 518837.350842
-0.860000 551148.676888
-0.850000 582270.589307
-0.840000 612220.956000
-0.830000 641017.503584
-0.820000 668677.819050
-0.810000 695219.351435
-0.800000 720659.413474
-0.790000 745015.183268
-0.780000 768303.705945
-0.770000 790541.895323
-0.760000 811746.535569
-0.750000 831934.282865
-0.740000 851121.667068
-0.730000 869325.093372
-0.720000 886560.843973
-0.710000 902845.079727
-0.700000 918193.841815
-0.690000 932623.053406
-0.680000 946148.521315
-0.670000 958785.937669
-0.660000 970550.881570
-0.650000 981458.820752
-0.640000 991525.113248
-0.630000 1000765.009052
-0.620000 1009193.651778
-0.610000 1016826.080323
-0.600000 1023677.230534
-0.590000 1029761.936862
-0.580000 1035094.934032
-0.570000 1039690.858700
-0.560000 1043564.251118
-0.550000 1046729.556794
-0.540000 1049201.128155
-0.530000 1050993.226212
-0.520000 1052120.022218
-0.510000 1052595.599331
-0.500000 1052433.954279
-0.490000 1051648.999018
-0.480000 1050254.562400
-0.470000 1048264.391828
-0.460000 1045692.154924
-0.450000 1042551.441189
-0.440000 1038855.763663
-0.430000 1034618.560592
-0.420000 1029853.197088
-0.410000 1024572.966787
-0.400000 1018791.093519
-0.390000 1012520.732965
-0.380000 1005774.974319
-0.370000 998566.841953
-0.360000 990909.297077
-0.350000 982815.239402
-0.340000 974297.508803
-0.330000 965368.886980
-0.320000 956042.099119
-0.310000 946329.815557
-0.300000 936244.653443
-0.290000 925799.178400
-0.280000 915005.906187
-0.270000 903877.304361
-0.260000 892425.793940
-0.250000 880663.751065
-0.240000 868603.508663
-0.230000 856257.358106
-0.220000 843637.550876
-0.210000 830756.300228
-0.200000 817625.782849
-0.190000 804258.140524
-0.180000 790665.481794
-0.170000 776859.883621
-0.160000 762853.393051
-0.150000 748658.028872
-0.140000 734285.783281
-0.130000 719748.623544
-0.120000 705058.493656
-0.110000 690227.316009
-0.100000 675266.993048
-0.090000 660189.408937
-0.080000 645006.431220
-0.070000 629729.912482
-0.060000 614371.692014
-0.050000 598943.597473
-0.040000 583457.446544
-0.030000 567925.048604
-0.020000 552358.206383
-0.010000 536768.717627
0.000000 521168.376757
0.010000 505568.976537
0.020000 489982.309731
0.030000 474420.170767
0.040000 458894.357400
0.050000 443416.672374
0.060000 427998.925082
0.070000 412652.933232
0.080000 397390.524504
0.090000 382223.538219
0.100000 367163.826995
0.110000 352223.258412
0.120000 337413.716674
0.130000 322747.104271
0.140000 308235.343642
0.150000 293890.378834
0.160000 279724.177169
0.170000 265748.730903
0.180000 251976.058888
0.190000 238418.208238
0.200000 225087.255984
0.210000 211995.310743
0.220000 199154.514379
0.230000 186577.043661
0.240000 174275.111930
0.250000 162260.970759
0.260000 150546.911615
0.270000 139145.267521
0.280000 128068.414721
0.290000 117328.774338
0.300000 106938.814038
0.310000 96911.049695
0.320000 87258.047048
0.330000 77992.423366
0.340000 69126.849112
0.350000 60674.049601
0.360000 52646.806665
0.370000 45057.960315
0.380000 37920.410402
0.390000 31247.118281
0.400000 25051.108470
0.410000 19345.470317
0.420000 14143.359658
0.430000 9458.000480
0.440000 5302.686586
0.450000 1690.783252
0.460000 -1364.271104
0.470000 -3848.963268
0.480000 -5749.703559
0.490000 -7052.824173
0.500000 -7744.577522
0.510000 -7811.134563
0.520000 -7238.583146
0.530000 -6012.926346
0.540000 -4120.080802
0.550000 -1545.875056
0.560000 1723.952111
0.570000 5703.753340
0.580000 10407.974357
0.590000 15851.155633
0.600000 22047.934050
0.610000 29013.044560
0.620000 36761.321849
0.630000 45307.701996
0.640000 54667.224142
0.650000 64855.032143
0.660000 75886.376241
0.670000 87776.614719
0.680000 100541.215570
0.690000 114195.758152
0.700000 128755.934855
0.710000 144237.552763
0.720000 160656.535315
0.730000 178028.923965
0.740000 196370.879850
0.750000 215698.685446
0.760000 236028.746234
0.770000 257377.592361
0.780000 279761.880302
0.790000 303198.394523
0.800000 327704.049143
0.810000 353295.889593
0.820000 379991.094286
0.830000 407806.976270
0.840000 436760.984896
0.850000 466870.707479
0.860000 498153.870959
0.870000 530628.343564
0.880000 564312.136473
0.890000 599223.405476
0.900000 635380.452639
0.910000 672801.727964
0.920000 711505.831052
0.930000 751511.512765
0.940000 792837.676888
0.950000 835503.381793
0.960000 879527.842098
0.970000 924930.430332
0.980000 971730.678594
0.990000 1019948.280221
